,abstract,link,reference,title,year
393,"Page 1. Page 2. ту; в 19 Page 3. а в м в EN zА А м в о м н в т NEGER - ENGELSс op Е и N с Е М А кк в Lyк в ууу z в тв LEEREN у Е и S ТАА N Е N s» кв кк вм,то о О R. 52 :* } } } и } } } } } 3 } } } | } ё 2: * Page 4. — r у * - z … ",https://books.google.nl/books?hl=nl&lr=&id=Ei8IoX9SbaYC&oi=fnd&pg=PA9&dq=%22booter%22&ots=-TN7_3USOI&sig=0E9OKEsqzJV1cJiQZBziTacWvmE,GC Weygandt - 1798 - books.google.com,Gemeenzaame leerwyze om het Basterd of Neger-Engelsch op een gemakkelyke wyze te leeren verstaan en spreeken,1798
394,"… Three and six weeks later, the animals were boosted with one-third volumes of the remainingemulsions. Protein G affinity chro- matography (Absorbent G; Genex, MD) was used to isolatethe IgG fraction from sera collected 2 weeks after the second  injection … ",https://onlinelibrary.wiley.com/doi/abs/10.1002/jcb.240540209,"K Isokawa, M Rezaee, A Wunsch… - Journal of cellular …, 1994 - Wiley Online Library",Identification of transferrin as one of multiple EDTA‐extractable extracellular proteins involved in early chick heart morphogenesis,1994
395,,,G Tilander - 1934 - Eleanders boktryckeri aktiebolag,,1934
396,"… last years Homecoming encounter. JOHN COMPEAU, SUNYA , wasInstrumental in Albany's 3-2 win over Adelphi. 2nd In LeMoyne Invitational, AttwellLeads The Charge by Thomas Nixon C y The Albany State Cross … ",https://pdfs.semanticscholar.org/7900/975438aa519a6ab1f4153076f697ec11f86d.pdf,T Nixon - pdfs.semanticscholar.org,"2nd In LeMoyne Invitational, Attwell Leads The Charge",
397,"… No. 4,578,531 to Everhart et al.; US Pat. No. 4,531,021 to Bluestein et al.; US Pat. No. 4,484,027to Lee et al.; and US Pat. No. 3,924,075 to Gannett. US Pat. No. 4,712,239 to Frezza et al. furtherdiscloses the use of a  checksum for use in enabling a data descrambler … ",https://patents.google.com/patent/US5272752A/en,"HL Myers, LR Johnson - US Patent 5,272,752, 1993 - Google Patents",Authorization code lockout mechanism for preventing unauthorized reception of transmitted data,1993
398,… l 'é q uipe AAM) du CERFAC S . C e f ut un réel plaisir d 'un point de vue pro f essionnel autantq ue personnel de f aire partie deues deu x é q uipes au x uompétenues énormes et de bénéfi uier des moyens deues deu x struutures ( désolé pour les suripts q ui f ont  k ali … ,https://tel.archives-ouvertes.fr/tel-00339863/,J Laurenceau - 2008 - tel.archives-ouvertes.fr,SURFACES DE REPONSE PAR KRIGEAGE POUR L'OPTIMISATION DE FORMES AERODYNAMIQUES.,2008
399,"Page 1. SURINAAMSCHE GENEESKRUIDEN IN DE TIJD VAN LINNAEUS DOORDR. J. LANJOUW EN DR. H. UITTIEN Nu Linnaeus weer eens in het centrum vande belangstelling Staat, dank zij het feit, dat het dit jaar twee … ",https://www.jstor.org/stable/41848015,"J Lanjouw, H Uittien - De West-Indische Gids, 1935 - JSTOR",Surinaamsche geneeskruiden in de tijd van Linnaeus,1935
400,"… The “human side” of science was constitutive, and this meant that scientists ought to be bettermotivated thanthecurrentrunofhumankind; theyoughttobeinspired, nottechni- cians of mechanicalmethod; they ought to havetheintegrityofthefree- , not the comfortable security of … ",https://books.google.nl/books?hl=nl&lr=&id=KSQJ1m9VsxEC&oi=fnd&pg=PA47&dq=%22booter%22&ots=gfvOucGsIn&sig=aBci4f0xtqd-gLLCGQn3a8aUy6g," - The Scientific Life: A Moral History of a Late Modern …, 2009 - books.google.com",The Moral Equivalence of the Scientist,2009
401,"… state and functioning completely. The beta version implemented the working 3-stage. The 3-stage  broke … beyond this range. Page 24. 19 Once we hadimplemented the 3-stage , we were able to test the hypervisor's … ",https://digitalcommons.wpi.edu/mqp-all/774/,"AL Strnad, K Naryshkin, T Corsetti - 2009 - digitalcommons.wpi.edu",NVIDIA VIRTUALIZATION,2009
402,"… an derGr6ndungvon Megalopolis undvon der Sendung des Pammenes erz5hlt wird, mit demDatum des Pausanias zu vereinigen.3) Die Thebaner waren nach der Schlacht bei Leuktrazunnchst be- schlftigt, Orchomenos und die sonst noch widerstrebenden  vollig zu … ",http://search.proquest.com/openview/6172139b085ca84930107538f8b056f8/1?pq-origsite=gscholar&cbl=1818034,"B Niese - Hermes, 1899 - search.proquest.com",Wann ward Megalopolis gegründet?,1899
403,"… prehistory is not men, but things' (Atkinson l960:8). We seem a long way from the cognitive andsocial archaeologies of the '70s and '80s but no, there is something of the shape of things to comein another quotation, this time from that great archaeological k- - Sir Mortimer … ",https://www.tandfonline.com/doi/abs/10.1080/03122417.1997.11681586,"JVS Megaw - Australian Archaeology, 1997 - Taylor & Francis",Visualising archaeology: Has the past a future?,1997
404,"… In fact there was a local tradition, when needs must, of carrying folk back in the boot. Last autumnthere had been an accident when a  had got a scare and a broken collarbone. Despitesome of the vehicles groaning on their axles there was none quite so packed tonight … ",https://books.google.nl/books?hl=nl&lr=&id=QDouDwAAQBAJ&oi=fnd&pg=PT7&dq=%22booter%22&ots=bQcVBEPIIH&sig=72yaJS2CVBSSJaZlzueoJrPmoHo,RJ Price - 2017 - books.google.com,A Boy in Summer,2017
405,"… 3.3 Develop  Programs. In this section, we shall show how to write programs to boot up real operating systems … A detailed listing of the  programsis at the end of this chapter. 3.3.1 Requirements of  Programs … ",https://link.springer.com/chapter/10.1007/978-3-319-17575-1_3,"KC Wang - Design and Implementation of the MTX Operating …, 2015 - Springer",Booting Operating Systems,2015
406,"… In his note on ceteri he says: "" Konnte gesagt werden indem von den Bundesgenossen derAthener schon die , von deren der  schon die Athener genannt sind."" Surely it ismuch easier to omit ceteri from the translation. But he wrote before 1886 … ",https://www.jstor.org/stable/283093,"JC Rolfe - Transactions and Proceedings of the American …, 1939 - JSTOR",Some Notes on Ammianus Marcellinus,1939
407,US6757723B1 - Methods and apparatus for remote configuration of an applianceon a network - Google Patents. Methods and apparatus for remote configurationof an appliance on a network. Download PDF Info. Publication … ,https://patents.google.com/patent/US6757723B1/en,"J O'toole,  - US Patent 6,757,723, 2004 - Google Patents",Methods and apparatus for remote configuration of an appliance on a network,2004
408,"… from the audience and a panel of re1>- resentativea from clvtc oraan•ra- tlons""includint Arthur Sweetzer, Director, Waahmaton United Na- tlons omce; MichaelRoss, Inter- national Department, CIO; Ivan A.  •. Preatdent … ",https://dh.howard.edu/cgi/viewcontent.cgi?article=1006&context=hilltop_195060,H Staff - 1951 - dh.howard.edu,The Hilltop 2-14-1951,1951
409,"… 394 - 395). Bootstrapping was performed using a computer program ( 1.0 @ F.Hovey) and two data files … Because several females had > 1 paired records, randomly selected only 1 record from a female's reproductive history … ",https://www.nrcresearchpress.com/doi/abs/10.1139/z96-156,"FW Hovey,  - Canadian journal of Zoology, 1996 - NRC Research Press",Estimating population growth of grizzly bears from the Flathead River drainage using computer simulations of reproduction and survival rates,1996
410,"… What I claim aa my improvement, and desire to secure by Lettera Putent, la-. The specialnrrsngement of the breek O, ln combination with the  Il, when operated eoujolntly, in themanner and for the purpose aet forth, by means of the band I, pulley K, und wheel J … ",https://patents.google.com/patent/US64971A/en,"US Patent 64,971, 1867 - Google Patents",Improvement in churns,1867
411,"… years' reﬂection. The woodcut on the title is taken from one executed in Germanyabout the year 1540, and represents a Free Knight-4n, more properly speaking,a F ree- —so long the curse of that region. The original … ",https://books.google.nl/books?hl=nl&lr=&id=q7s_AQAAMAAJ&oi=fnd&pg=PA1&dq=%22booter%22&ots=uqBLjevnBT&sig=GRVWFFPeZ1KH4KFZFEelDr9Ht5c,J Maidment - 1868 - books.google.com,"Scottish Ballads and Songs, Historical and Traditionary",1868
412,"… In order to avoid prompting the user for that password multiple times, or on every system reboot,the system can, after obtaining the password, optionally encode the password in a particularformat and store the password in a special location for the  … ",https://patents.google.com/patent/US8924739B2/en,"DS Horn, J Sokol Jr, OJ Strain, W Wang - US Patent 8,924,739, 2014 - Google Patents",System and method for in-place encryption,2014
413,,,SS Johar - 1982 - Sagar Publications,,1982
414,"… Having thus fully described my invention, I claim andfdesire to secure by Letters Patent ot' theUnited States- The method of attaching heels to boots or shoes, consisting in placing a heel-blankupon the outsole of the  shoe, cutting or forming the top lift to its iinished or … ",https://patents.google.com/patent/US360580A/en,"US Patent 360,580, 1887 - Google Patents",Process of attaching heels,1887
415,,,"RA Singh - Journal of Haryana Studies, 1986 - Kurukshetra University.",,1986
416,"… No difference was observed in the experiment for the two sample arrangements.The ~SR measurements were performed by using the pulsed muon beam producedat  Meson Science Laboratory, University of Tokyo … ",https://www.sciencedirect.com/science/article/pii/0038109887904728,"S Murayama, K Yokosawa, Y Miyako… - Solid state …, 1987 - Elsevier",μSR study of uniaxially anisotropic spin-glass ZnMn,1987
417,"… The spelling of these types of words remains, however, relatively difficult because theseopen-syllable singular words do not occur very frequently and also because children tend tospell these words phonologically (with two vowels instead of one, eg, ) … ",https://link.springer.com/article/10.1007/s11881-008-0019-0,"M Hilte, P Reitsma - Annals of dyslexia, 2008 - Springer",What type of computer-assisted exercise supports young less skilled spellers in resolving problems in open and closed syllable words?,2008
418,"… the internal Channels. Before the user process is started, the network  (see theWORM program in [Def88]) determines the configuration of the Transputer-networkand distributes it to all processing nodes. Now each Transputer … ",https://link.springer.com/chapter/10.1007/BFb0032929,"CW Oehlrich, A Quick, P Metzger - European Conference on Distributed …, 1991 - Springer",Monitor-supported analysis of a communication system for transputer-networks,1991
419,,,"E von Salomon, N Geschichte - Vanguard of nazism: the …, 1952 - Harvard University Press",,1952
420,"… byforce applied .to the handle l. From the foregoing it will be seen'how a workmancan rapidly and perfectly shave smoothly a rough heel attached to a lasted shoe, by making use. of the described apparatus in connection … ",https://patents.google.com/patent/US109300A/en,"US Patent 109,300, 1870 - Google Patents",Improvement in apparatus for trimming heels of boots and shoes,1870
421,"… The software is composed of system software such as /Loader, Linux OS and device driver,network software of Ipv4/Ipv6, ICMP(Internet Control Message Protocol), ARP/RARP(AddressResolution Protocol/Reverse Address Resolution Protocol) and DHCP(Dynamic Host … ",https://ieeexplore.ieee.org/abstract/document/1605034/,"WK Park, SI Nam, CS Choi, YK Jeong… - IEEE Transactions on …, 2006 - ieeexplore.ieee.org",An implementation of FTTH based home gateway supporting various services,2006
422,"… This object IS dksigned for this purpose. Having received the compressed data, this objectgenerates corresponding header, frame t pe, frame len th and checksum to the Jon, ofthe data.  is also generated and appended to the end … ",https://ieeexplore.ieee.org/abstract/document/807161/,"YS Moon, WS Wong, HC Ho… - Engineering Solutions for …, 1999 - ieeexplore.ieee.org",Software architecture of GG1-a mobile phone based multimedia remote monitoring system,1999
423,… frustrating lack of detail. This map is the earliest to show the lagoon. The earliestrecorded voyage to the vicinity of the estuary appears to be that of Olof Bergh in 1682who reached the ' Rivier' on 25 June. 'The water here was … ,https://www.tandfonline.com/doi/abs/10.1080/00359198509519491,"R Bally - Transactions of the Royal Society of South Africa, 1985 - Taylor & Francis",Historical records of the Bot River estuarine system,1985
424,"… 10 Wiederabgedruckt wurde er in einer späteren von 1644, wo sich jedoch zu Beginnder dritten Strophe noch eine weitere Variante findet1 1 : En daer toe dan een stickVan roggen-broot wel dick Van , toegekloven (...) … ",https://www.jstor.org/stable/42717505,"GJM Weber - Oud Holland, 1987 - JSTOR",'t Lof van den Pekelharingh. Von alltäglichen und absonderlichen Heringsstilleben,1987
425,"… Many research works have been conducted in the field of smartphone energy estimation.Models such as power  [13], power tutor [13] and appscope [14] have been implementedfor the whole system including most of the important components … ",https://digital-library.theiet.org/content/journals/10.1049/iet-cdt.2014.0087,"R Ren, , , ,  - IET Computers & Digital …, 2014 - IET",Energy estimation models for video decoders: reconfigurable video coding-CAL case-study,2014
426,"… “Deciding between a RAT, a host , or controlling a botnet has never been easier … In anotherexample, a version of BlackShades were posted for download and offered 'all in one' features suchas a RAT, host  (applied in a DDoS attack), and a botnet C&C … ",https://link.springer.com/chapter/10.1007/978-3-319-32824-9_13,",  - Cyber-Physical Security, 2017 - Springer",An Analysis of the Nature of Spam as Cybercrime,2017
427,"… force. (""It is strange to find in [Rhodes] even one iota of the Puritan spirit."") The modernbusinessman he found in America ""unites within himself... the free- ,unscrupulous calculator, landlord and speculator all in one. Any … ",https://www.jstor.org/stable/40209487,"D Bell - World Policy Journal, 1996 - JSTOR",The protestant ethic,1996
428,"… 1. The male is at the center of all female activities 2. The male is the guide and the beaconfor this female free  3. Maleness is associated with virtuousness, knowledge, wisdom,tolerance and virility 4. The female is confirming her otherness … ",https://read.dukeupress.edu/english-language-notes/article-abstract/42/4/19/136811,"W Mansour - English Language Notes, 2005 - read.dukeupress.edu",Gender Ambivalence in Donne's “Valediction: Forbidding Mourning”,2005
429,US6345294B1 - Methods and apparatus for remote configuration of an applianceon a network - Google Patents. Methods and apparatus for remote configurationof an appliance on a network. Download PDF Info. Publication … ,https://patents.google.com/patent/US6345294B1/en,"J O'toole,  - US Patent 6,345,294, 2002 - Google Patents",Methods and apparatus for remote configuration of an appliance on a network,2002
